method,train_set,test_set,scenario,error
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.4446220150529705
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,1.4446220150529705
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,1.4446220150529705
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,1.4446220150529705
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,2.249792152899749
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,2.249792152899749
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,2.249792152899749
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,2.249792152899749
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.3774726215613309
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,1.3774726215613309
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,1.3774726215613309
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,1.3774726215613309
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,3.549282659515844
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,3.549282659515844
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,3.549282659515844
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,3.549282659515844
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,2.4443159853912384
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,2.4443159853912384
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,2.4443159853912384
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,2.4443159853912384
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.1236354742825243
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,1.1236354742825243
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,1.1236354742825243
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,1.1236354742825243
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,2.2730079599627424
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,2.2730079599627424
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,2.2730079599627424
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,2.2730079599627424
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,2.4710553888613966
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,2.4710553888613966
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,2.4710553888613966
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,2.4710553888613966
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.922116996555788
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,1.922116996555788
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,1.922116996555788
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,1.922116996555788
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,2.4315056207696437
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,2.4315056207696437
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,2.4315056207696437
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,2.4315056207696437
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.4958206679769928
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,0.4958206679769928
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.4958206679769928
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,0.4958206679769928
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,2.828397669302329
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,2.828397669302329
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,2.828397669302329
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,2.828397669302329
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.9674457820456135
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,1.9674457820456135
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,1.9674457820456135
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,1.9674457820456135
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.171999510695818
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,1.171999510695818
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,1.171999510695818
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,1.171999510695818
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.1025530555069012
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,1.1025530555069012
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,1.1025530555069012
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,1.1025530555069012
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,2.3607253289425896
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,2.3607253289425896
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,2.3607253289425896
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,2.3607253289425896
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,2.15050644463089
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,2.15050644463089
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,2.15050644463089
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,2.15050644463089
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.7767033281371791
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,1.7767033281371791
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,1.7767033281371791
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,1.7767033281371791
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,2.40305040774154
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,2.40305040774154
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,2.40305040774154
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,2.40305040774154
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.482476525920983
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,1.482476525920983
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,1.482476525920983
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,1.482476525920983
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.7782910800864054
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,1.7782910800864054
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,1.7782910800864054
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,1.7782910800864054
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.004347977870517
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,1.004347977870517
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,1.004347977870517
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,1.004347977870517
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,3.5776341188543768
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,3.5776341188543768
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,3.5776341188543768
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,3.5776341188543768
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.5790534297214762
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,1.5790534297214762
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,1.5790534297214762
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,1.5790534297214762
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.147566389550033
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,1.147566389550033
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,1.147566389550033
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,1.147566389550033
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,2.469894612976788
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,2.469894612976788
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,2.469894612976788
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,2.469894612976788
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.820172165868393
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,0.820172165868393
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.820172165868393
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,0.820172165868393
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.6586338544863305
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,0.6586338544863305
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.6586338544863305
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,0.6586338544863305
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,2.4756993168555312
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,2.4756993168555312
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,2.4756993168555312
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,2.4756993168555312
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.4444091238396648
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,1.4444091238396648
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,1.4444091238396648
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,1.4444091238396648
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.983312272944948
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,1.983312272944948
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,1.983312272944948
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,1.983312272944948
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.163506811508342
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,1.163506811508342
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,1.163506811508342
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,1.163506811508342
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,2.6598335269528706
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,2.6598335269528706
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,2.6598335269528706
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,2.6598335269528706
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.2778054060501085
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,1.2778054060501085
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,1.2778054060501085
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,1.2778054060501085
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.990261701476172
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,0.990261701476172
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.990261701476172
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,0.990261701476172
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.565546458917234
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,1.565546458917234
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,1.565546458917234
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,1.565546458917234
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.8234330583577495
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,0.8234330583577495
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.8234330583577495
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,0.8234330583577495
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,2.4319659122649417
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,2.4319659122649417
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,2.4319659122649417
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,2.4319659122649417
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.4775251931965074
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,1.4775251931965074
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,1.4775251931965074
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,1.4775251931965074
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,2.137465537156911
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,2.137465537156911
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,2.137465537156911
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,2.137465537156911
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,3.5869952876195965
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,3.5869952876195965
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,3.5869952876195965
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,3.5869952876195965
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.4602563535045874
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,1.4602563535045874
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,1.4602563535045874
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,1.4602563535045874
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.7961614378047184
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,1.7961614378047184
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,1.7961614378047184
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,1.7961614378047184
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.0307810706644582
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,1.0307810706644582
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,1.0307810706644582
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,1.0307810706644582
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.336633126721262
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,1.336633126721262
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,1.336633126721262
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,1.336633126721262
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,2.3643860298484944
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,2.3643860298484944
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,2.3643860298484944
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,2.3643860298484944
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,2.5141605929691027
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,2.5141605929691027
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,2.5141605929691027
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,2.5141605929691027
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,2.4211337829381456
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,2.4211337829381456
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,2.4211337829381456
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,2.4211337829381456
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,2.3822267263383585
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,2.3822267263383585
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,2.3822267263383585
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,2.3822267263383585
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.9974813350210727
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,1.9974813350210727
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,1.9974813350210727
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,1.9974813350210727
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.1149852190213074
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,1.1149852190213074
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,1.1149852190213074
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,1.1149852190213074
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.2750245167423488
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,1.2750245167423488
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,1.2750245167423488
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,1.2750245167423488
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.187102682238265
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,1.187102682238265
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,1.187102682238265
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,1.187102682238265
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.5529557644663171
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,0.5529557644663171
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.5529557644663171
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,0.5529557644663171
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.1109645081788753
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,1.1109645081788753
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,1.1109645081788753
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,1.1109645081788753
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,2.3137905898536544
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,2.3137905898536544
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,2.3137905898536544
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,2.3137905898536544
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,2.3949531913100746
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,2.3949531913100746
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,2.3949531913100746
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,2.3949531913100746
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,2.3994821714889256
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,2.3994821714889256
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,2.3994821714889256
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,2.3994821714889256
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,2.4611033973724807
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,2.4611033973724807
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,2.4611033973724807
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,2.4611033973724807
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.5538467946871733
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,0.5538467946871733
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.5538467946871733
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,0.5538467946871733
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.3454064123821057
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,1.3454064123821057
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,1.3454064123821057
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,1.3454064123821057
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.112921949918847
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,1.112921949918847
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,1.112921949918847
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,1.112921949918847
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.2423414818781169
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,1.2423414818781169
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,1.2423414818781169
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,1.2423414818781169
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.9756738824782076
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,1.9756738824782076
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,1.9756738824782076
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,1.9756738824782076
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.278773873257067
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,1.278773873257067
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,1.278773873257067
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,1.278773873257067
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.8017711038924719
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,0.8017711038924719
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.8017711038924719
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,0.8017711038924719
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.4688087081743315
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,1.4688087081743315
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,1.4688087081743315
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,1.4688087081743315
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.4678422243952904
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,1.4678422243952904
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,1.4678422243952904
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,1.4678422243952904
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.893401937929156
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,1.893401937929156
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,1.893401937929156
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,1.893401937929156
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,3.615009393241928
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,3.615009393241928
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,3.615009393241928
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,3.615009393241928
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,2.103466350774495
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,2.103466350774495
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,2.103466350774495
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,2.103466350774495
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,2.599606934348994
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,2.599606934348994
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,2.599606934348994
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,2.599606934348994
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.5557502062920034
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,1.5557502062920034
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,1.5557502062920034
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,1.5557502062920034
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.1559903430555538
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,1.1559903430555538
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,1.1559903430555538
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,1.1559903430555538
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.0778190673409729
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,1.0778190673409729
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,1.0778190673409729
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,1.0778190673409729
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.1704940294730093
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,1.1704940294730093
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,1.1704940294730093
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,1.1704940294730093
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.0976817641155827
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,1.0976817641155827
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,1.0976817641155827
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,1.0976817641155827
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,2.4406087045158587
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,2.4406087045158587
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,2.4406087045158587
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,2.4406087045158587
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,2.379600428153257
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,2.379600428153257
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,2.379600428153257
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,2.379600428153257
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.6605643316697701
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,0.6605643316697701
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.6605643316697701
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,0.6605643316697701
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.891454201221947
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,0.891454201221947
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.891454201221947
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,0.891454201221947
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.4568619001317988
centroid,POCO#TRIPOD,SAMSUNG#STANDING,cross-both,1.4568619001317988
centroid,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,1.4568619001317988
centroid,SAMSUNG#TRIPOD,SAMSUNG#STANDING,cross-pose,1.4568619001317988
centroid,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.9671797344984416
