method,train_set,test_set,scenario,error
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#STANDING,auto,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,2.48921272694802
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,2.48921272694802
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,1.5719707376411307
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,1.389008999250905
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,1.389008999250905
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,1.389008999250905
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,1.389008999250905
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,1.389008999250905
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,1.389008999250905
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,1.389008999250905
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,1.389008999250905
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,1.389008999250905
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,1.389008999250905
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,1.389008999250905
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,1.389008999250905
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,2.5062731295690823
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,1.5390090967892294
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,1.5390090967892294
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,1.5390090967892294
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,1.4321689844428278
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,1.4321689844428278
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,1.4321689844428278
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,1.4321689844428278
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,1.4321689844428278
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,1.4321689844428278
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,1.4321689844428278
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,1.4321689844428278
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,1.4321689844428278
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,1.4321689844428278
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,1.4321689844428278
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,1.4321689844428278
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,1.4321689844428278
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,1.6800502968661382
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,1.6800502968661382
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,1.6800502968661382
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,1.6800502968661382
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,1.6800502968661382
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,1.6260003075030462
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,1.6260003075030462
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,3.671961328772405
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,3.671961328772405
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,3.671961328772405
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,3.671961328772405
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,3.671961328772405
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,3.671961328772405
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,3.671961328772405
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,2.545188794569079
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,1.135088542801838
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,1.135088542801838
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,1.135088542801838
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,1.135088542801838
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,1.135088542801838
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,POCO#TRIPOD,cross-pose,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,2.48921272694802
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.5719707376411307
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.5390090967892294
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.5390090967892294
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.5390090967892294
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.5390090967892294
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.6260003075030462
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.6260003075030462
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.6260003075030462
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.6260003075030462
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.6260003075030462
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.6260003075030462
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.6260003075030462
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,1.6260003075030462
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
knn_dtc_k1,POCO#STANDING,SAMSUNG#STANDING,cross-device,0.0
